workout_name,date,exercise_name,sets,total_reps,avg_weight_per_rep,max_weight_per_rep,total_weight,one_rm_found,one_rm_estimated,one_rm_estimated_from_set_weight,one_rm_estimated_from_set_reps,training_id,record_id,error
Defined Arms,2025-11-30,Triceps Stretch,2,0,0.0,0.0,0.0,37.3,0.0,0.0,0,712777,2445740,
B3,2025-11-28,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,20.9,0.0,0.0,0,354002,2437983,
B3,2025-11-28,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,20.9,0.0,0.0,0,354002,2437983,
B3,2025-11-28,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,20.9,0.0,0.0,0,354002,2437983,
B3,2025-11-28,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,20.9,0.0,0.0,0,354002,2437983,
B3,2025-11-28,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,20.9,0.0,0.0,0,354002,2437983,
B3,2025-11-28,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,20.9,0.0,0.0,0,354002,2437983,
B3,2025-11-28,Kneeling Dual-Handle Chest Press,4,33,11.818,14.0,390.0,20.9,18.2,14.0,9,354002,2437983,
B3,2025-11-28,Incline Tripod Row,6,48,18.667,20.0,896.0,20.9,25.333,20.0,8,354002,2437983,
B3,2025-11-28,Dual-Handle Deadlift,3,24,44.0,44.0,1056.0,20.9,55.733,44.0,8,354002,2437983,
B3,2025-11-28,Single Handle Duck Squat,3,36,36.222,46.0,1304.0,20.9,65.933,46.0,13,354002,2437983,
B3,2025-11-28,Dual-Handle Bulgarian Split Squat,2,16,20.0,20.0,320.0,20.9,25.333,20.0,8,354002,2437983,
B3,2025-11-28,Standing Barbell Toes-In Calf Raise,3,37,60.432,70.0,2236.0,20.9,98.0,70.0,12,354002,2437983,
B3,2025-11-28,Bench Supine Cable Scissor Kick,2,25,3.76,4.0,94.0,20.9,5.733,4.0,13,354002,2437983,
A. Power & acceleration (lower focus),2025-11-25,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Rolling Shrugs,1,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Shoulder Stretch,2,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Pulse Squat to Alternating Hip Abduction,1,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Barbell Front Squat,4,16,57.25,60.0,916.0,70.6,68.0,60.0,4,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Dumbbell jump squat,4,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Barbell Romanian Deadlift,3,18,90.0,90.0,1620.0,70.6,108.0,90.0,6,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Dumbbell lunges,4,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Forearm Plank Cable Pull,6,48,21.5,24.0,1032.0,70.6,30.4,24.0,8,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Burpees,3,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Dual-Handle Thruster,3,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
A. Power & acceleration (lower focus),2025-11-25,Mountain Climbers,3,0,0.0,0.0,0.0,70.6,0.0,0.0,0,351785,2425292,
B. Upper power & post. chain,2025-11-21,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Incline Barbell Bench Press,4,32,33.5,37.0,1072.0,49.3,46.867,37.0,8,349532,2411098,
B. Upper power & post. chain,2025-11-21,Barbell Bent Over Row,4,33,49.424,51.0,1631.0,49.3,65.0,50.0,9,349532,2411098,
B. Upper power & post. chain,2025-11-21,Barbell Push Press,4,25,29.92,30.0,748.0,49.3,37.0,30.0,7,349532,2411098,
B. Upper power & post. chain,2025-11-21,Dumbbell snatch,3,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Standing Tricep Rope High-to-Low Woodchops,6,90,24.0,24.0,2160.0,49.3,36.0,24.0,15,349532,2411098,
B. Upper power & post. chain,2025-11-21,Dumbbell swings,3,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Burpees,3,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,DB Goblet squat,3,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
B. Upper power & post. chain,2025-11-21,Aerobic Rowing,3,0,0.0,0.0,0.0,49.3,0.0,0.0,0,349532,2411098,
A. Power & acceleration (lower focus),2025-11-18,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Rolling Shrugs,1,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Shoulder Stretch,2,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Pulse Squat to Alternating Hip Abduction,1,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Barbell Front Squat,4,16,62.0,68.0,992.0,80.0,77.067,68.0,4,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Dumbbell jump squat,4,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Barbell Romanian Deadlift,3,18,91.0,92.0,1638.0,80.0,110.4,92.0,6,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Dumbbell lunges,4,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Forearm Plank Cable Pull,6,48,18.667,19.0,896.0,80.0,24.067,19.0,8,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Burpees,3,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Dual-Handle Thruster,3,31,11.0,12.0,341.0,80.0,16.0,12.0,10,346976,2396140,
A. Power & acceleration (lower focus),2025-11-18,Mountain Climbers,3,0,0.0,0.0,0.0,80.0,0.0,0.0,0,346976,2396140,
Upper Back: The Power Triangle,2025-11-16,Single-Arm Circles,2,0,0.0,0.0,0.0,34.5,0.0,0.0,0,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Bent Over T-Raise,1,0,0.0,0.0,0.0,34.5,0.0,0.0,0,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Standing Y Raise,1,0,0.0,0.0,0.0,34.5,0.0,0.0,0,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Bodyweight Plank,1,0,0.0,0.0,0.0,34.5,0.0,0.0,0,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Bent-Over Barbell Straight Arm Pulldown,3,39,21.231,22.0,828.0,34.5,30.8,22.0,12,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Seated Barbell Lat Pulldown,4,52,40.904,44.0,2127.0,34.5,66.0,44.0,15,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Barbell Bent Over Row,4,44,41.455,42.0,1824.0,34.5,57.4,41.0,12,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Barbell Romanian Deadlift,4,44,78.5,87.0,3454.0,34.5,116.0,87.0,10,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Bent-Over Barbell Wide Row,3,37,28.838,37.0,1067.0,34.5,49.333,37.0,10,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Standing Tricep Rope Face Pull (Rear Delts),3,45,16.667,21.0,750.0,34.5,31.5,21.0,15,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Lat Stretch,2,0,0.0,0.0,0.0,34.5,0.0,0.0,0,696863,2387878,
Upper Back: The Power Triangle,2025-11-16,Shoulder Stretch,2,0,0.0,0.0,0.0,34.5,0.0,0.0,0,696863,2387878,
Defined Arms,2025-11-15,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Defined Arms,2025-11-15,Standing Barbell Biceps Curl,4,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Defined Arms,2025-11-15,Barbell Narrow Grip Bench Press,4,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Defined Arms,2025-11-15,Incline Supine Barbell Biceps Curl（Main Frame）,4,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Defined Arms,2025-11-15,Standing Barbell Triceps Push Down,4,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Defined Arms,2025-11-15,Biceps Stretch,2,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Defined Arms,2025-11-15,Triceps Stretch,2,0,0.0,0.0,0.0,,0.0,0.0,0,696028,2385045,
Hyrox2 B,2025-11-14,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Incline Barbell Bench Press,4,32,32.25,33.0,1032.0,44.0,41.8,33.0,8,344278,2380000,
Hyrox2 B,2025-11-14,Barbell Bent Over Row,4,32,46.969,50.0,1503.0,44.0,63.333,50.0,8,344278,2380000,
Hyrox2 B,2025-11-14,Barbell Push Press,4,24,30.0,30.0,720.0,44.0,36.0,30.0,6,344278,2380000,
Hyrox2 B,2025-11-14,Dumbbell snatch,3,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Standing Tricep Rope High-to-Low Woodchops,6,90,23.0,23.0,2070.0,44.0,34.5,23.0,15,344278,2380000,
Hyrox2 B,2025-11-14,Dumbbell swings,3,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Burpees,3,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,DB Goblet squat,3,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 B,2025-11-14,Aerobic Rowing,3,0,0.0,0.0,0.0,44.0,0.0,0.0,0,344278,2380000,
Hyrox2 A,2025-11-10,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Rolling Shrugs,1,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Shoulder Stretch,2,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Pulse Squat to Alternating Hip Abduction,1,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Barbell Front Squat,4,17,58.824,60.0,1000.0,80.0,68.0,60.0,4,341395,2363270,
Hyrox2 A,2025-11-10,Dumbbell jump squat,4,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Barbell Romanian Deadlift,3,13,88.231,95.0,1147.0,80.0,117.167,95.0,7,341395,2363270,
Hyrox2 A,2025-11-10,Dumbbell lunges,4,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Forearm Plank Cable Pull,6,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Burpees,3,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Dual-Handle Thruster,3,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 A,2025-11-10,Mountain Climbers,3,0,0.0,0.0,0.0,80.0,0.0,0.0,0,341395,2363270,
Hyrox2 C,2025-11-09,Straight-Arm Cross Swings,1,0,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 C,2025-11-09,Power Knees,1,0,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 C,2025-11-09,Lateral Bear Crawl,1,0,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 C,2025-11-09,Running In Place,1,0,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 C,2025-11-09,Dual-Handle Deadlift,4,32,46.25,47.0,1480.0,71.2,59.533,47.0,8,340895,2360014,
Hyrox2 C,2025-11-09,Belt Bulgarian Split Squat,6,48,29.667,30.0,1424.0,71.2,38.0,30.0,8,340895,2360014,
Hyrox2 C,2025-11-09,Single-Arm Push Press,6,48,15.062,18.0,723.0,71.2,22.8,18.0,8,340895,2360014,
Hyrox2 C,2025-11-09,Dual-Handle Overhead Squat,3,24,16.333,17.0,392.0,71.2,21.533,17.0,8,340895,2360014,
Hyrox2 C,2025-11-09,Cable farmers carry,4,8,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 C,2025-11-09,Dual-Handle Calf Raise,3,45,29.333,30.0,1320.0,71.2,45.0,30.0,15,340895,2360014,
Hyrox2 C,2025-11-09,Jump Lunge With Floor Touch,4,0,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 C,2025-11-09,Dumbbell power clean,4,0,0.0,0.0,0.0,71.2,0.0,0.0,0,340895,2360014,
Hyrox2 B,2025-11-07,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Incline Barbell Bench Press,4,32,32.0,32.0,1024.0,42.7,40.533,32.0,8,339618,2352471,
Hyrox2 B,2025-11-07,Barbell Bent Over Row,4,32,45.0,48.0,1440.0,42.7,60.8,48.0,8,339618,2352471,
Hyrox2 B,2025-11-07,Barbell Push Press,4,24,29.5,30.0,708.0,42.7,36.0,30.0,6,339618,2352471,
Hyrox2 B,2025-11-07,Dumbbell snatch,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Standing Tricep Rope High-to-Low Woodchops,6,90,19.333,20.0,1740.0,42.7,30.0,20.0,15,339618,2352471,
Hyrox2 B,2025-11-07,Dumbbell swings,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Burpees,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,DB Goblet squat,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 B,2025-11-07,Aerobic Rowing,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,339618,2352471,
Hyrox2 A,2025-11-04,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Rolling Shrugs,1,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Shoulder Stretch,2,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Pulse Squat to Alternating Hip Abduction,1,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Barbell Front Squat,4,16,50.25,53.0,804.0,74.6,60.067,53.0,4,337579,2340474,
Hyrox2 A,2025-11-04,Dumbbell jump squat,4,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Barbell Romanian Deadlift,3,18,90.667,91.0,1632.0,74.6,109.2,91.0,6,337579,2340474,
Hyrox2 A,2025-11-04,Dumbbell lunges,4,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Forearm Plank Cable Pull,6,48,16.667,18.0,800.0,74.6,22.8,18.0,8,337579,2340474,
Hyrox2 A,2025-11-04,Burpees,3,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 A,2025-11-04,Dual-Handle Thruster,3,30,10.0,10.0,300.0,74.6,13.333,10.0,10,337579,2340474,
Hyrox2 A,2025-11-04,Mountain Climbers,3,0,0.0,0.0,0.0,74.6,0.0,0.0,0,337579,2340474,
Hyrox2 C,2025-11-01,Straight-Arm Cross Swings,1,0,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
Hyrox2 C,2025-11-01,Power Knees,1,0,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
Hyrox2 C,2025-11-01,Lateral Bear Crawl,1,0,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
Hyrox2 C,2025-11-01,Running In Place,1,0,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
Hyrox2 C,2025-11-01,Dual-Handle Deadlift,4,32,43.5,47.0,1392.0,64.4,59.533,47.0,8,335713,2329487,
Hyrox2 C,2025-11-01,Belt Bulgarian Split Squat,6,49,26.939,29.0,1320.0,64.4,36.733,29.0,8,335713,2329487,
Hyrox2 C,2025-11-01,Single-Arm Push Press,6,52,11.558,13.0,601.0,64.4,16.9,13.0,9,335713,2329487,
Hyrox2 C,2025-11-01,Dual-Handle Overhead Squat,3,24,15.0,15.0,360.0,64.4,19.0,15.0,8,335713,2329487,
Hyrox2 C,2025-11-01,Cable farmers carry,4,8,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
Hyrox2 C,2025-11-01,Dual-Handle Calf Raise,3,45,27.0,28.0,1215.0,64.4,42.0,28.0,15,335713,2329487,
Hyrox2 C,2025-11-01,Jump Lunge With Floor Touch,4,0,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
Hyrox2 C,2025-11-01,Dumbbell power clean,4,0,0.0,0.0,0.0,64.4,0.0,0.0,0,335713,2329487,
23 Minute Fat-Burning Rowing Intervals,2025-10-30,,,,,,,,,,,679358,2323717,Empty detail for training_id=679358 (attempt 3)
Free Lift,2025-10-30,,,,,,,,,,,1003446,2323622,Empty detail for training_id=1003446 (attempt 3)
Hyrox2 B,2025-10-30,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Incline Barbell Bench Press,4,32,30.875,36.0,988.0,42.7,45.6,36.0,8,334694,2323589,
Hyrox2 B,2025-10-30,Barbell Bent Over Row,4,32,40.25,41.0,1288.0,42.7,51.933,41.0,8,334694,2323589,
Hyrox2 B,2025-10-30,Barbell Push Press,4,24,24.417,25.0,586.0,42.7,30.0,25.0,6,334694,2323589,
Hyrox2 B,2025-10-30,Dumbbell snatch,1,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Standing Tricep Rope High-to-Low Woodchops,6,90,18.056,19.0,1625.0,42.7,28.5,19.0,15,334694,2323589,
Hyrox2 B,2025-10-30,Dumbbell swings,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Burpees,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,DB Goblet squat,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 B,2025-10-30,Aerobic Rowing,3,0,0.0,0.0,0.0,42.7,0.0,0.0,0,334694,2323589,
Hyrox2 A,2025-10-29,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Rolling Shrugs,1,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Shoulder Stretch,2,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Pulse Squat to Alternating Hip Abduction,1,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Barbell Front Squat,4,16,50.438,57.0,807.0,58.8,64.6,57.0,4,333882,2319126,
Hyrox2 A,2025-10-29,Dumbbell jump squat,4,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Barbell Deadlift,4,18,85.667,86.0,1542.0,58.8,103.2,86.0,6,333882,2319126,
Hyrox2 A,2025-10-29,Dumbbell lunges,4,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Forearm Plank Cable Pull,6,48,10.833,13.0,520.0,58.8,16.467,13.0,8,333882,2319126,
Hyrox2 A,2025-10-29,Burpees,3,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox2 A,2025-10-29,Dual-Handle Thruster,3,30,11.2,16.0,336.0,58.8,21.333,16.0,10,333882,2319126,
Hyrox2 A,2025-10-29,Mountain Climbers,3,0,0.0,0.0,0.0,58.8,0.0,0.0,0,333882,2319126,
Hyrox B,2025-10-24,Aerobic Skiing (Straight Arms),1,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Bodyweight Alternating Forward Lunges,1,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Alternating Reverse Lunge,1,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Dynamic Shoulder Circles,1,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Rotator Cuff Stimulation,1,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Dynamic Hamstring Stretch,1,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Barbell Romanian Deadlift,4,24,90.0,90.0,2160.0,112.5,108.0,90.0,6,330847,2301804,
Hyrox B,2025-10-24,Bent-Over Barbell Wide Row,4,24,37.75,40.0,906.0,112.5,48.0,40.0,6,330847,2301804,
Hyrox B,2025-10-24,Barbell Front Squat,4,24,46.75,49.0,1122.0,112.5,58.8,49.0,6,330847,2301804,
Hyrox B,2025-10-24,Standing Barbell Shoulder Press,4,24,21.75,22.0,522.0,112.5,26.4,22.0,6,330847,2301804,
Hyrox B,2025-10-24,Dumbbell power clean,3,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox B,2025-10-24,Russian Twist,3,0,0.0,0.0,0.0,112.5,0.0,0.0,0,330847,2301804,
Hyrox A,2025-10-21,Aerobic Skiing (bent arms),1,0,0.0,0.0,0.0,90.9,0.0,0.0,0,328875,2291055,
Hyrox A,2025-10-21,Rolling Shrugs,2,0,0.0,0.0,0.0,90.9,0.0,0.0,0,328875,2291055,
Hyrox A,2025-10-21,Shoulder Stretch,2,0,0.0,0.0,0.0,90.9,0.0,0.0,0,328875,2291055,
Hyrox A,2025-10-21,Pulse Squat to Alternating Hip Abduction,2,0,0.0,0.0,0.0,90.9,0.0,0.0,0,328875,2291055,
Hyrox A,2025-10-21,Barbell Squat,4,24,67.5,70.0,1620.0,90.9,84.0,70.0,6,328875,2291055,
Hyrox A,2025-10-21,Barbell Romanian Deadlift,3,24,88.0,88.0,2112.0,90.9,111.467,88.0,8,328875,2291055,
Hyrox A,2025-10-21,Push press,4,0,0.0,0.0,0.0,90.9,0.0,0.0,0,328875,2291055,
Hyrox A,2025-10-21,Kneeling Alternating Lat Pulldown,4,40,19.0,20.0,760.0,90.9,26.667,20.0,10,328875,2291055,
Hyrox A,2025-10-21,Dual-Handle Dead Bug,3,3,8.0,8.0,24.0,90.9,8.267,8.0,1,328875,2291055,
Chest Destroyer,2025-10-20,Single-Arm Circles,2,0,0.0,0.0,0.0,21.0,0.0,0.0,0,670328,2289745,
Chest Destroyer,2025-10-20,Dual Handle Alternating Bench Press,2,20,14.0,14.0,280.0,21.0,18.667,14.0,10,670328,2289745,
Chest Destroyer,2025-10-20,Supine Dual-Handle Chest Fly,2,20,8.35,9.0,167.0,21.0,12.0,9.0,10,670328,2289745,
Chest Destroyer,2025-10-20,Standing Dual-Handle Chest Press,2,24,11.167,12.0,268.0,21.0,17.6,12.0,14,670328,2289745,
Chest Destroyer,2025-10-20,Standing Dual-Handle Chest Fly,2,20,12.0,12.0,240.0,21.0,16.0,12.0,10,670328,2289745,
Chest Destroyer,2025-10-20,Chest Stretch,2,0,0.0,0.0,0.0,21.0,0.0,0.0,0,670328,2289745,
